Legal Name,Puerto Rico Link,Google ID,Name,Full address,Is closed,Description 1,Main type,All types,Website,Website (root url),Phone,Phone international,Borough,Street,City,Postal code,State,Country,Country code,Longitude,Latitude,Link,First seen on,Reviews count,Reviews rating,Reviews per score,Photos count,Photo 1,Photo 2,All photos
,,0x8c036a3223f55def:0x6a5585d0a50950ac,Olive Garden Italian Restaurant,"Olive Garden Italian Restaurant, West Main Ave, Bayamón, 00961, Puerto Rico",No,"La mejor comida italiana preparada fresca para que disfrutes en un ambiente familiar y seguro. Saborea clásicos platos italianos o prepara tu propia pasta, siempre con breadsticks y sopa o ensalada ilimitada en el restaurante.",Italian restaurant,"Italian restaurant,Restaurant",https://www.grupocolongerena.com/olive-garden,https://www.grupocolongerena.com,+1 787-395-7044,17873957044,"Juan Sánchez, Bayamón, Puerto Rico",West Main Ave,Bayamón,961,Bayamón,Puerto Rico,PR,-66.1554162,18.4051567,"https://www.google.com/maps/preview/place/Olive+Garden+Italian+Restaurant,+West+Main+Ave,+Bayam%C3%B3n,+00961,+Puerto+Rico/@18.4051567,-66.1554162,3786a,13.1y/data=!4m2!3m1!1s0x8c036a3223f55def:0x6a5585d0a50950ac",8/30/2021,4343,4.3,"{""1"":189.0,""2"":143.0,""3"":394.0,""4"":855.0,""5"":2762.0}",1544,https://lh5.googleusercontent.com/p/AF1QipOnCW9n6wqHbXd20dQQ2Rp5__s4W1G-Xgn1ud7g,https://lh5.googleusercontent.com/p/AF1QipNk9lXppVQwkffXWC1_ysKAE0KTqKxHgkwe6doX,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOnCW9n6wqHbXd20dQQ2Rp5__s4W1G-Xgn1ud7g"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNk9lXppVQwkffXWC1_ysKAE0KTqKxHgkwe6doX""]"
,,0x8c0367263c6a4ef9:0xba4fa8ae9ab593c8,Fritura Tropical,"9XC6+7VJ Fritura Tropical, Avenida Acuario esquina, C. Lesbos, San Juan, 00926, Puerto Rico",No,,Puerto Rican restaurant,Puerto Rican restaurant,,,,,"Sabana Llana Sur, San Juan, Puerto Rico","9XC6+7VJ, Avenida Acuario esquina, C. Lesbos",San Juan,926,San Juan,Puerto Rico,PR,-66.0378558,18.3707028,"https://www.google.com/maps/preview/place/9XC6%2B7VJ+Fritura+Tropical,+Avenida+Acuario+esquina,+C.+Lesbos,+San+Juan,+00926,+Puerto+Rico/@18.3707028,-66.0378558,3786a,13.1y/data=!4m2!3m1!1s0x8c0367263c6a4ef9:0xba4fa8ae9ab593c8",8/30/2021,12,4.2,"{""1"":1.0,""2"":0.0,""3"":1.0,""4"":4.0,""5"":6.0}",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jIN00704dN-NtIljeQGUxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.01404&pitch=0&thumbfov=100,,"[""https:\/\/streetviewpixels-pa.googleapis.com\/v1\/thumbnail?panoid=jIN00704dN-NtIljeQGUxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.01404&pitch=0&thumbfov=100""]"
,,0x8c0367e79be18e45:0xe8287f37dcaa5953,Panadería El Punto,"9XC7+F6W Panadería El Punto, Avenida Acuario, San Juan, 00926, Puerto Rico",No,,Bakery,Bakery,https://www.facebook.com/panaderiaelpuntovenusgardens,https://www.facebook.com,+1 787-283-3377,17872833377,"Sabana Llana Sur, San Juan, Puerto Rico","9XC7+F6W, Avenida Acuario",San Juan,926,San Juan,Puerto Rico,PR,-66.0369243,18.3712299,"https://www.google.com/maps/preview/place/9XC7%2BF6W+Panader%C3%ADa+El+Punto,+Avenida+Acuario,+San+Juan,+00926,+Puerto+Rico/@18.3712299,-66.0369243,3786a,13.1y/data=!4m2!3m1!1s0x8c0367e79be18e45:0xe8287f37dcaa5953",8/30/2021,1013,4.5,"{""1"":28.0,""2"":22.0,""3"":43.0,""4"":219.0,""5"":701.0}",227,https://lh5.googleusercontent.com/p/AF1QipM0R4gP8WlLAvubg2pAjZnErDCfidx1Bo0xu6oJ,https://lh5.googleusercontent.com/p/AF1QipP5PJFeoggIdWXFp9hxsUSy_8NCVtt4iO5-Ein8,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipM0R4gP8WlLAvubg2pAjZnErDCfidx1Bo0xu6oJ"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipP5PJFeoggIdWXFp9hxsUSy_8NCVtt4iO5-Ein8""]"
,,0x8c0367eeef47a8fd:0x1dbbd9d159073021,Pizza Hut Express,"Pizza Hut Express, Trujillo Alto Plaza, Carr 181 KM 1.7, Trujillo Alto, 00976, Puerto Rico",No,Casual pizza chain with wide selection,Pizza restaurant,Pizza restaurant,,,+1 787-760-0105,17877600105,,"Trujillo Alto Plaza, Carr 181 KM 1.7",Trujillo Alto,976,Trujillo Alto,Puerto Rico,PR,-66.0163897,18.3705688,"https://www.google.com/maps/preview/place/Pizza+Hut+Express,+Trujillo+Alto+Plaza,+Carr+181+KM+1.7,+Trujillo+Alto,+00976,+Puerto+Rico/@18.3705688,-66.0163897,3786a,13.1y/data=!4m2!3m1!1s0x8c0367eeef47a8fd:0x1dbbd9d159073021",8/30/2021,8,2.8,"{""1"":3.0,""2"":1.0,""3"":1.0,""4"":1.0,""5"":2.0}",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=zC-7NRJ4GEvZVWOJq6yzpg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.99649&pitch=0&thumbfov=100,,"[""https:\/\/streetviewpixels-pa.googleapis.com\/v1\/thumbnail?panoid=zC-7NRJ4GEvZVWOJq6yzpg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=211.99649&pitch=0&thumbfov=100""]"
OCEAN LAB BREWING CO. LLC,https://rcp.estado.pr.gov/en/entity-information?c=455416-1511,0x8c0365cd24844991:0xf2090e97e2fc8446,Ocean Lab Brewing Co.,"Ocean Lab Brewing Co., 7000 Carr. 187 RR2, Carolina, 00979, Puerto Rico",No,Ocean Lab Brewing Co. was born on the beach and our brews fully embrace this. We strive to find the perfect combination on every single beer we make.,Brewery,"Beer distributor,Beer garden,Brewery,Event venue,Live music venue,Restaurant",https://oceanlabbrewery.com,https://oceanlabbrewery.com,+1 787-648-5655,17876485655,Cangrejo Arriba,7000 Carr. 187 RR2,Carolina,979,Carolina,Puerto Rico,PR,-65.9998234,18.4471931,"https://www.google.com/maps/preview/place/Ocean+Lab+Brewing+Co.,+7000+Carr.+187+RR2,+Carolina,+00979,+Puerto+Rico/@18.4471931,-65.9998234,3785a,13.1y/data=!4m2!3m1!1s0x8c0365cd24844991:0xf2090e97e2fc8446",8/30/2021,975,4.6,"{""1"":32.0,""2"":20.0,""3"":38.0,""4"":140.0,""5"":745.0}",1742,https://lh5.googleusercontent.com/p/AF1QipPOn58n-1B0sWgDl6H8BnF8mmem-Xugr5o0ZGRl,https://lh5.googleusercontent.com/p/AF1QipNyWuGOeKLyGyTJfe3yJ3H_t1XgzToleufHREXy,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPOn58n-1B0sWgDl6H8BnF8mmem-Xugr5o0ZGRl"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNyWuGOeKLyGyTJfe3yJ3H_t1XgzToleufHREXy""]"
,,0x8c0367cdb57d19d1:0x96b22787d643defe,The Taco Maker,"9XQ9+V9R The Taco Maker, Calle 25A, San Juan, 00926, Puerto Rico",No,,Mexican restaurant,Mexican restaurant,http://www.tacomaker.com,http://www.tacomaker.com,,,"Sabana Llana Sur, San Juan, Puerto Rico","9XQ9+V9R, Calle 25A",San Juan,926,San Juan,Puerto Rico,PR,-66.0316239,18.3897296,"https://www.google.com/maps/preview/place/9XQ9%2BV9R+The+Taco+Maker,+Calle+25A,+San+Juan,+00926,+Puerto+Rico/@18.3897296,-66.0316239,3786a,13.1y/data=!4m2!3m1!1s0x8c0367cdb57d19d1:0x96b22787d643defe",8/30/2021,486,4.1,"{""1"":32.0,""2"":14.0,""3"":64.0,""4"":120.0,""5"":256.0}",17,https://lh5.googleusercontent.com/p/AF1QipMXX-U1EOi10s1hb6SC4dYB142cFvSgbkIk2Mtm,https://lh5.googleusercontent.com/p/AF1QipPKuUiEDX9kZiajUaoM9XrJC_bPKcDPOGXE2pSr,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMXX-U1EOi10s1hb6SC4dYB142cFvSgbkIk2Mtm"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPKuUiEDX9kZiajUaoM9XrJC_bPKcDPOGXE2pSr""]"
LA VIEJA LLC,https://rcp.estado.pr.gov/en/entity-information?c=373381-1511,0x8c036874419f7f63:0x9103176a38b42771,La Vieja Pizza & Beer,"La Vieja Pizza & Beer, Urb. Sagrado Corazon, 400 C. San Claudio, San Juan, 00926, Puerto Rico",No,,Pizza restaurant,"Beer garden,Beer hall,Craft store,Pizza restaurant",https://qrco.de/bbY10Z,https://qrco.de,+1 787-674-4411,17876744411,Cupey,"Urb. Sagrado Corazon, 400 C. San Claudio",San Juan,926,San Juan,Puerto Rico,PR,-66.05093,18.378033,"https://www.google.com/maps/preview/place/La+Vieja+Pizza+%26+Beer,+Urb.+Sagrado+Corazon,+400+C.+San+Claudio,+San+Juan,+00926,+Puerto+Rico/@18.378033,-66.05093,3786a,13.1y/data=!4m2!3m1!1s0x8c036874419f7f63:0x9103176a38b42771",8/30/2021,243,4.5,"{""1"":5.0,""2"":7.0,""3"":17.0,""4"":50.0,""5"":164.0}",274,https://lh5.googleusercontent.com/p/AF1QipOHmTDTBnUK1iuOIkQoiaLXnlcfkujcfnK1iVbc,https://lh5.googleusercontent.com/p/AF1QipOIpFhg3iNU-SbRAgEwTzTE7Dtn3hHZYro1_qQk,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOHmTDTBnUK1iuOIkQoiaLXnlcfkujcfnK1iVbc"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOIpFhg3iNU-SbRAgEwTzTE7Dtn3hHZYro1_qQk""]"
RESTAURANTE CASTELLANA INC.,https://rcp.estado.pr.gov/en/entity-information?c=383434-111,0x8c036690cd893aa3:0xe68fe0cb36eb28f7,Restaurante Castellana,"Restaurante Castellana, Castellana Gardens, Calle Castella, 00983, Puerto Rico",No,,Puerto Rican restaurant,Puerto Rican restaurant,https://www.facebook.com/rest.castellana,https://www.facebook.com,+1 787-701-9999,17877019999,"Sabana Abajo, Carolina, Puerto Rico","Castellana Gardens, Calle Castella",Carolina,983,Carolina,Puerto Rico,PR,-65.9809165,18.418583,"https://www.google.com/maps/preview/place/Restaurante+Castellana,+Castellana+Gardens,+Calle+Castella,+00983,+Puerto+Rico/@18.418583,-65.9809165,3785a,13.1y/data=!4m2!3m1!1s0x8c036690cd893aa3:0xe68fe0cb36eb28f7",8/30/2021,1012,4.6,"{""1"":23.0,""2"":9.0,""3"":57.0,""4"":156.0,""5"":767.0}",87,https://lh5.googleusercontent.com/p/AF1QipP0-ZH-DfSt7wa7Ph9o9DTPb24v8VZymLQwbQA6,https://lh5.googleusercontent.com/p/AF1QipMCmBs6OUI4Hzoqh6MHVxE2lb0-oHA4IBA5J8-u,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipP0-ZH-DfSt7wa7Ph9o9DTPb24v8VZymLQwbQA6"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMCmBs6OUI4Hzoqh6MHVxE2lb0-oHA4IBA5J8-u""]"
,,0x8c0369047d000001:0xb42011a47e7f373a,Marco's Pizza,"Marco's Pizza, Plaza Caparra, 1498 Avenida F.D. Roosevelt Local 13, Guaynabo, 00968, Puerto Rico",No,Counter-serve/delivery pizzeria chain,Pizza takeaway,"Pizza restaurant,Pizza takeaway,Takeout restaurant",https://www.marcos.com,https://www.marcos.com,+1 787-705-6340,17877056340,"Pueblo Viejo, Guaynabo, Puerto Rico","Plaza Caparra, 1498 Avenida F.D. Roosevelt Local 13",Guaynabo,968,Guaynabo,Puerto Rico,PR,-66.1002758,18.4108129,"https://www.google.com/maps/preview/place/Marco's+Pizza,+Plaza+Caparra,+1498+Avenida+F.D.+Roosevelt+Local+13,+Guaynabo,+00968,+Puerto+Rico/@18.4108129,-66.1002758,3786a,13.1y/data=!4m2!3m1!1s0x8c0369047d000001:0xb42011a47e7f373a",8/30/2021,483,4.3,"{""1"":32.0,""2"":13.0,""3"":30.0,""4"":99.0,""5"":309.0}",71,https://lh5.googleusercontent.com/p/AF1QipNz8ZAYsMEJFSFIT3X82qncIctYqwFxme3UH6j1,https://lh5.googleusercontent.com/p/AF1QipM-L4denGN-tG_9IWLdquBS9_0A_DXVth8tEcul,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNz8ZAYsMEJFSFIT3X82qncIctYqwFxme3UH6j1"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipM-L4denGN-tG_9IWLdquBS9_0A_DXVth8tEcul""]"
,,0x8c0368da270fc6cb:0x7997c85ad178fc00,Sam's Club,"Sam's Club, PR-2, 2 Kennedy Ave Km 2, San Juan, 00920, Puerto Rico",No,"Visit your San Juan Sam's Club. Members enjoy exceptional warehouse club values on superior products and services, including groceries, pharmacy, optical, home furnishings, office supplies, TVs, and more.",Warehouse club,"Bakery,Electronics store,Produce wholesaler,Warehouse club,Wholesale grocer",https://www.samsclub.com/club/san-juan-pr-sams-club/4866,https://www.samsclub.com,+1 787-522-3600,17875223600,Hato Rey Norte,"PR-2, 2 Kennedy Ave Km 2",San Juan,920,San Juan,Puerto Rico,PR,-66.0878376,18.4320398,"https://www.google.com/maps/preview/place/Sam's+Club,+PR-2,+2+Kennedy+Ave+Km+2,+San+Juan,+00920,+Puerto+Rico/@18.4320398,-66.0878376,3785a,13.1y/data=!4m2!3m1!1s0x8c0368da270fc6cb:0x7997c85ad178fc00",8/30/2021,3039,4.5,"{""1"":115.0,""2"":54.0,""3"":140.0,""4"":558.0,""5"":2172.0}",953,https://lh5.googleusercontent.com/p/AF1QipMTqc8BsP9hVDolLECzbbD0qQD_UZiEsOdRYui1,https://lh5.googleusercontent.com/p/AF1QipPcCjF5MlSbLqncAFn4i1mnqSl4xRTpY0tiGcxW,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMTqc8BsP9hVDolLECzbbD0qQD_UZiEsOdRYui1"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPcCjF5MlSbLqncAFn4i1mnqSl4xRTpY0tiGcxW""]"
,,0x8c031f473282e095:0x13ce484eea646994,Olive Garden Italian Restaurant,"Olive Garden Italian Restaurant, 1 Premium Outlets Blvd, Barceloneta, 00617, Puerto Rico",No,"La mejor comida italiana preparada fresca para que disfrutes en un ambiente familiar y seguro. Saborea clásicos platos italianos o prepara tu propia pasta, siempre con breadsticks y sopa o ensalada ilimitada en el restaurante.",Italian restaurant,"Italian restaurant,Restaurant",https://www.grupocolongerena.com/olive-garden,https://www.grupocolongerena.com,+1 787-970-8747,17879708747,,1 Premium Outlets Blvd,Barceloneta,617,Barceloneta,Puerto Rico,PR,-66.5401128,18.4366657,"https://www.google.com/maps/preview/place/Olive+Garden+Italian+Restaurant,+1+Premium+Outlets+Blvd,+Barceloneta,+00617,+Puerto+Rico/@18.4366657,-66.5401128,3785a,13.1y/data=!4m2!3m1!1s0x8c031f473282e095:0x13ce484eea646994",8/30/2021,2815,4.6,"{""1"":83.0,""2"":59.0,""3"":131.0,""4"":470.0,""5"":2072.0}",932,https://lh5.googleusercontent.com/p/AF1QipPDaIgs1F_noZ_hFu4ny4nZmevu0_bTrGtSnW0,https://lh5.googleusercontent.com/p/AF1QipOAFr80HrSujx2I4zZHIUFgMeMla-rcULUxWHjT,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipPDaIgs1F_noZ_hFu4ny4nZmevu0_bTrGtSnW0"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipOAFr80HrSujx2I4zZHIUFgMeMla-rcULUxWHjT""]"
"EL MESÓN SANDWICHES, LLC",https://rcp.estado.pr.gov/en/entity-information?c=318638-1531,0x8c0368c197fbf097:0xc14d9fc5aa1b2137,El Meson Sandwiches (Plaza las Américas),"El Meson Sandwiches (Plaza las Américas), MAC Cosmetics, Avenida F.D. Roosevelt Local 315, San Juan, 00918, Puerto Rico",No,"Restaurante fast-casual netamente Puertorriqueño desde 1972, enfocado en desayunos a cualquier hora, los mejores sándwiches y café puertorriqueño.",Restaurant,"Breakfast restaurant,Coffee store,Fast food restaurant,Restaurant,Sandwich shop",https://www.elmesonsandwiches.com,https://www.elmesonsandwiches.com,+1 787-753-1705,17877531705,Hato Rey Norte,"MAC Cosmetics, Avenida F.D. Roosevelt Local 315",San Juan,918,San Juan,Puerto Rico,PR,-66.0747902,18.4239681,"https://www.google.com/maps/preview/place/El+Meson+Sandwiches+(Plaza+las+Am%C3%A9ricas),+MAC+Cosmetics,+Avenida+F.D.+Roosevelt+Local+315,+San+Juan,+00918,+Puerto+Rico/@18.4239681,-66.0747902,3785a,13.1y/data=!4m2!3m1!1s0x8c0368c197fbf097:0xc14d9fc5aa1b213",8/30/2021,1836,4.4,"{""1"":63.0,""2"":35.0,""3"":174.0,""4"":389.0,""5"":1175.0}",130,https://lh5.googleusercontent.com/p/AF1QipNil0M55nugWU8Wz5vVb-uB6Zc87Ec9YHSLssKV,https://lh5.googleusercontent.com/p/AF1QipN4HgYI4FQhpAGTPiVaNPO3ZwItj0G_BkQh4bij,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNil0M55nugWU8Wz5vVb-uB6Zc87Ec9YHSLssKV"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipN4HgYI4FQhpAGTPiVaNPO3ZwItj0G_BkQh4bij""]"
"
FACTORIA LA SANSE INC.",https://rcp.estado.pr.gov/en/entity-information?c=335764-111,0x8c03689ebe93d673:0x5871b64674670289,La Factoría,"La Factoría, 148 C. de San Sebastián, San Juan, 00901, Puerto Rico",No,"The very moment you enter our doors you can feel that La Factoría is not your ordinary bar. Our unmarked location is full of secret passages that lead to our six bars, each curated with a different ambiance and drink menu. Whether you seek to enjoy craft cocktails, dance the night away to live music, or simply relax in good company, we got you.

We are humbled to be among The World's 50 Best Bars for 5 years in a row, and for our strong alliance with the Tales of the Cocktail Foundation.",Bar,"Bar,Cocktail bar",https://www.instagram.com/lafactoriapr?igsh=MWlycmxzdW1ld2gwOA%3D%3D,https://www.instagram.com,,,San Juan Antiguo,148 C. de San Sebastián,San Juan,901,San Juan,Puerto Rico,PR,-66.1175288,18.4672262,"https://www.google.com/maps/preview/place/La+Factor%C3%ADa,+148+C.+de+San+Sebasti%C3%A1n,+San+Juan,+00901,+Puerto+Rico/@18.4672262,-66.1175288,3784a,13.1y/data=!4m2!3m1!1s0x8c03689ebe93d673:0x5871b64674670289",8/30/2021,3961,4.6,"{""1"":115.0,""2"":62.0,""3"":160.0,""4"":573.0,""5"":3051.0}",4278,https://lh5.googleusercontent.com/p/AF1QipNx0wuaS_Xb99FA_ZzAlF1oG4j-rTTRSJA6_vIY,https://lh5.googleusercontent.com/p/AF1QipP6uk66qV1f1hE_UrqSrVUrqbCtRoXUG7lRh5HO,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNx0wuaS_Xb99FA_ZzAlF1oG4j-rTTRSJA6_vIY"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipP6uk66qV1f1hE_UrqSrVUrqbCtRoXUG7lRh5HO""]"
,,0x8c1d2b83dabe426b:0x5ded7c8f2b389956,Don Bistro,"Don Bistro, Carr Puerto Rico 2, Ponce, 00732, Puerto Rico",Yes,,Restaurant,Restaurant,,,+1 939-731-3199,19397313199,,PR-2,Ponce,732,Ponce,Puerto Rico,PR,-66.632591,17.9966335,"https://www.google.com/maps/preview/place/Don+Bistro,+Carr+Puerto+Rico+2,+Ponce,+00732,+Puerto+Rico/@17.9966335,-66.632591,3795a,13.1y/data=!4m2!3m1!1s0x8c1d2b83dabe426b:0x5ded7c8f2b389956",8/30/2021,223,4.2,"{""1"":22.0,""2"":5.0,""3"":17.0,""4"":39.0,""5"":140.0}",329,https://lh5.googleusercontent.com/p/AF1QipNdpmUKwlyJWqIHpX69_ghyhOc3_eS2csI2DDRP,https://lh5.googleusercontent.com/p/AF1QipMMMBrhsMIPEiB7vHd4tkmJcyJRFRnVWI0KrCgw,"[""https:\/\/lh5.googleusercontent.com\/p\/AF1QipNdpmUKwlyJWqIHpX69_ghyhOc3_eS2csI2DDRP"",""https:\/\/lh5.googleusercontent.com\/p\/AF1QipMMMBrhsMIPEiB7vHd4tkmJcyJRFRnVWI0KrCgw""]"
